site,component_type,html_tag,text_content,font_size,foreground_color,background_color,bounding_box
CNN,link,a,CNN Polls,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 6531.6875, ""width"": 63.28125, ""height"": 19}"
CNN,link,a,2026 Elections,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 6553.6875, ""width"": 95.921875, ""height"": 19}"
CNN,link,a,Redistricting Tracker,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 6575.6875, ""width"": 133.046875, ""height"": 19}"
CNN,link,a,Epstein Files,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 6597.6875, ""width"": 81.015625, ""height"": 19}"
CNN,link,a,Business,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 6449.6875, ""width"": 70.109375, ""height"": 23}"
CNN,link,a,Tech,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 6487.6875, ""width"": 30.71875, ""height"": 19}"
CNN,link,a,Media,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 6509.6875, ""width"": 39.578125, ""height"": 19}"
CNN,link,a,Calculators,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 6531.6875, ""width"": 72.734375, ""height"": 19}"
CNN,link,a,Videos,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 6553.6875, ""width"": 43.5, ""height"": 19}"
CNN,link,a,Markets,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 6449.6875, ""width"": 63.71875, ""height"": 23}"
CNN,link,a,Pre-markets,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 6487.6875, ""width"": 79, ""height"": 19}"
CNN,link,a,After-Hours,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 6509.6875, ""width"": 74.171875, ""height"": 19}"
CNN,link,a,Fear & Greed,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 6531.6875, ""width"": 84.6875, ""height"": 19}"
CNN,link,a,Investing,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 6553.6875, ""width"": 57.390625, ""height"": 19}"
CNN,link,a,Markets Now,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 6575.6875, ""width"": 85.125, ""height"": 19}"
CNN,link,a,Nightcap,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 6597.6875, ""width"": 58.671875, ""height"": 19}"
CNN,link,a,Health,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 6449.6875, ""width"": 50.921875, ""height"": 23}"
CNN,link,a,"Life, But Better",14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 6487.6875, ""width"": 95.890625, ""height"": 19}"
CNN,link,a,Fitness,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 6509.6875, ""width"": 45.78125, ""height"": 19}"
CNN,link,a,Food,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 6531.6875, ""width"": 32.296875, ""height"": 19}"
CNN,link,a,Sleep,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 6553.6875, ""width"": 36.453125, ""height"": 19}"
CNN,link,a,Mindfulness,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 6575.6875, ""width"": 77.5625, ""height"": 19}"
CNN,link,a,Relationships,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 6597.6875, ""width"": 86.296875, ""height"": 19}"
CNN,link,a,Entertainment,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 893.703125, ""y"": 6449.6875, ""width"": 112.421875, ""height"": 23}"
CNN,link,a,Movies,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 893.703125, ""y"": 6487.6875, ""width"": 44.96875, ""height"": 19}"
CNN,link,a,Television,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 893.703125, ""y"": 6509.6875, ""width"": 62.171875, ""height"": 19}"
CNN,link,a,Celebrity,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 893.703125, ""y"": 6531.6875, ""width"": 57.390625, ""height"": 19}"
CNN,link,a,Tech,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 1062.84375, ""y"": 6449.6875, ""width"": 36.859375, ""height"": 23}"
CNN,link,a,Innovate,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 1062.84375, ""y"": 6487.6875, ""width"": 54.859375, ""height"": 19}"
CNN,link,a,Style,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 48, ""y"": 6706.6875, ""width"": 39.1875, ""height"": 23}"
CNN,link,a,Arts,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 48, ""y"": 6744.6875, ""width"": 26.390625, ""height"": 19}"
CNN,link,a,Design,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 48, ""y"": 6766.6875, ""width"": 44.453125, ""height"": 19}"
CNN,link,a,Fashion,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 48, ""y"": 6788.6875, ""width"": 50.09375, ""height"": 19}"
CNN,link,a,Architecture,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 48, ""y"": 6810.6875, ""width"": 79.703125, ""height"": 19}"
CNN,link,a,Luxury,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 48, ""y"": 6832.6875, ""width"": 43.578125, ""height"": 19}"
CNN,link,a,Beauty,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 48, ""y"": 6854.6875, ""width"": 45.171875, ""height"": 19}"
CNN,link,a,Video,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 48, ""y"": 6876.6875, ""width"": 36.53125, ""height"": 19}"
CNN,link,a,Travel,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 6706.6875, ""width"": 46.25, ""height"": 23}"
CNN,link,a,Destinations,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 6744.6875, ""width"": 79.90625, ""height"": 19}"
CNN,link,a,Food & Drink,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 6766.6875, ""width"": 82.828125, ""height"": 19}"
CNN,link,a,Stay,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 6788.6875, ""width"": 28.328125, ""height"": 19}"
CNN,link,a,News,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 6810.6875, ""width"": 35.859375, ""height"": 19}"
CNN,link,a,Videos,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 6832.6875, ""width"": 43.5, ""height"": 19}"
CNN,link,a,Sports,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 6706.6875, ""width"": 51.484375, ""height"": 23}"
CNN,link,a,Football,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 6744.6875, ""width"": 51.3125, ""height"": 19}"
CNN,link,a,Tennis,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 6766.6875, ""width"": 41.203125, ""height"": 19}"
CNN,link,a,Golf,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 6788.6875, ""width"": 25.984375, ""height"": 19}"
CNN,link,a,Motorsport,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 6810.6875, ""width"": 71.75, ""height"": 19}"
CNN,link,a,US Sports,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 6832.6875, ""width"": 65, ""height"": 19}"
CNN,link,a,Olympics,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 6854.6875, ""width"": 59.75, ""height"": 19}"
CNN,link,a,Science,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 6706.6875, ""width"": 62.265625, ""height"": 23}"
CNN,link,a,Space,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 6744.6875, ""width"": 41.140625, ""height"": 19}"
CNN,link,a,Life,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 6766.6875, ""width"": 22.828125, ""height"": 19}"
CNN,link,a,Unearthed,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 6788.6875, ""width"": 68.5, ""height"": 19}"
CNN,link,a,Climate,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 6706.6875, ""width"": 59.890625, ""height"": 23}"
CNN,link,a,Solutions,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 6744.6875, ""width"": 59.5625, ""height"": 19}"
CNN,link,a,Weather,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 6766.6875, ""width"": 54.484375, ""height"": 19}"
CNN,link,a,Weather,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 893.703125, ""y"": 6706.6875, ""width"": 66.328125, ""height"": 23}"
CNN,link,a,Video,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 893.703125, ""y"": 6744.6875, ""width"": 36.53125, ""height"": 19}"
CNN,link,a,Climate,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 893.703125, ""y"": 6766.6875, ""width"": 49.140625, ""height"": 19}"
CNN,link,a,Ukraine-Russia War,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 1062.84375, ""y"": 6706.6875, ""width"": 153.90625, ""height"": 23}"
CNN,link,a,Israel-Hamas War,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 48, ""y"": 6919.6875, ""width"": 138.890625, ""height"": 23}"
CNN,link,a,Features,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 6919.6875, ""width"": 68.125, ""height"": 23}"
CNN,link,a,As Equals,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 6957.6875, ""width"": 63.296875, ""height"": 19}"
CNN,link,a,Call to Earth,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 6979.6875, ""width"": 79.453125, ""height"": 19}"
CNN,link,a,Freedom Project,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 7001.6875, ""width"": 106.84375, ""height"": 19}"
CNN,link,a,Impact Your World,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 7023.6875, ""width"": 118.875, ""height"": 19}"
CNN,link,a,Inside Africa,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 7045.6875, ""width"": 79.515625, ""height"": 19}"
CNN,link,a,CNN Heroes,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 217.140625, ""y"": 7067.6875, ""width"": 79.15625, ""height"": 19}"
CNN,link,a,Watch,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 6919.6875, ""width"": 50.171875, ""height"": 23}"
CNN,link,a,Featured,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 6957.6875, ""width"": 57.515625, ""height"": 19}"
CNN,link,a,CNN Headlines,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 6979.6875, ""width"": 97.140625, ""height"": 19}"
CNN,link,a,Shows A-Z,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 7001.6875, ""width"": 69.0625, ""height"": 19}"
CNN,link,a,CNN 10,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 7023.6875, ""width"": 49.140625, ""height"": 19}"
CNN,link,a,CNN TV Schedules,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 386.28125, ""y"": 7045.6875, ""width"": 122, ""height"": 19}"
CNN,link,a,Listen,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 6919.6875, ""width"": 47.46875, ""height"": 23}"
CNN,link,a,CNN 5 Things,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 6957.6875, ""width"": 88.984375, ""height"": 19}"
CNN,link,a,Chasing Life with Dr. Sanjay Gupta,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 6979.6875, ""width"": 132.25, ""height"": 37}"
CNN,link,a,The Assignment with Audie Cornish,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 7019.6875, ""width"": 135.890625, ""height"": 37}"
CNN,link,a,One Thing,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 7059.6875, ""width"": 66.5625, ""height"": 19}"
CNN,link,a,Tug of War,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 7081.6875, ""width"": 69.34375, ""height"": 19}"
CNN,link,a,CNN Political Briefing,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 7103.6875, ""width"": 136.8125, ""height"": 19}"
CNN,link,a,The Axe Files,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 7125.6875, ""width"": 85.46875, ""height"": 19}"
CNN,link,a,All There Is with Anderson Cooper,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 7147.6875, ""width"": 113.734375, ""height"": 37}"
CNN,link,a,All CNN Audio podcasts,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 555.421875, ""y"": 7187.6875, ""width"": 153.8125, ""height"": 19}"
CNN,link,a,Games,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 6919.6875, ""width"": 54.59375, ""height"": 23}"
CNN,link,a,Daily Crossword,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 6957.6875, ""width"": 104.28125, ""height"": 19}"
CNN,link,a,Jumble Crossword,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 6979.6875, ""width"": 121.6875, ""height"": 19}"
CNN,link,a,Photo Shuffle,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 7001.6875, ""width"": 86.703125, ""height"": 19}"
CNN,link,a,Sudoblock,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 7023.6875, ""width"": 69.09375, ""height"": 19}"
CNN,link,a,Sudoku,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 7045.6875, ""width"": 49.390625, ""height"": 19}"
CNN,link,a,5 Things Quiz,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 724.5625, ""y"": 7067.6875, ""width"": 88.0625, ""height"": 19}"
CNN,link,a,About CNN,16px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 893.703125, ""y"": 6919.6875, ""width"": 86.78125, ""height"": 23}"
CNN,link,a,Photos,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 893.703125, ""y"": 6957.6875, ""width"": 44.765625, ""height"": 19}"
CNN,link,a,Investigations,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 893.703125, ""y"": 6979.6875, ""width"": 88.296875, ""height"": 19}"
CNN,link,a,CNN Profiles,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 893.703125, ""y"": 7001.6875, ""width"": 80.90625, ""height"": 19}"
CNN,link,a,CNN Leadership,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 893.703125, ""y"": 7023.6875, ""width"": 105.265625, ""height"": 19}"
CNN,link,a,CNN Newsletters,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 893.703125, ""y"": 7045.6875, ""width"": 109.734375, ""height"": 19}"
CNN,link,a,Work for CNN,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 893.703125, ""y"": 7067.6875, ""width"": 88.09375, ""height"": 19}"
CNN,link,a,CNN logo,16px,"rgb(0, 0, 238)","rgb(12, 12, 12)","{""x"": 48, ""y"": 7287.6875, ""width"": 40, ""height"": 40}"
CNN,link,a,Watch,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 943.421875, ""y"": 7292.6875, ""width"": 41.34375, ""height"": 20}"
CNN,link,a,Listen,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 1008.765625, ""y"": 7292.6875, ""width"": 38.6875, ""height"": 20}"
CNN,link,a,Live TV,14px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 1071.453125, ""y"": 7292.6875, ""width"": 46.484375, ""height"": 20}"
CNN,navigation,nav,Sign in,16px,"rgb(0, 0, 0)","rgb(12, 12, 12)","{""x"": 1159.9375, ""y"": 7287.6875, ""width"": 72.0625, ""height"": 30}"
CNN,button,button,Sign in,14px,"rgb(255, 255, 255)","rgb(12, 12, 12)","{""x"": 1159.9375, ""y"": 7287.6875, ""width"": 72.0625, ""height"": 30}"
CNN,link,a,Visit us on Facebook,16px,"rgb(0, 0, 0)","rgb(12, 12, 12)","{""x"": 596.390625, ""y"": 7348.6875, ""width"": 24, ""height"": 23}"
CNN,link,a,Visit us on X,16px,"rgb(0, 0, 0)","rgb(12, 12, 12)","{""x"": 636.390625, ""y"": 7348.6875, ""width"": 24, ""height"": 23}"
CNN,link,a,Visit us on Instagram,16px,"rgb(0, 0, 0)","rgb(12, 12, 12)","{""x"": 676.390625, ""y"": 7348.6875, ""width"": 24, ""height"": 23}"
CNN,link,a,Visit us on TikTok,16px,"rgb(0, 0, 0)","rgb(12, 12, 12)","{""x"": 716.390625, ""y"": 7348.6875, ""width"": 24, ""height"": 23}"
CNN,link,a,Visit us on LinkedIn,16px,"rgb(0, 0, 0)","rgb(12, 12, 12)","{""x"": 756.390625, ""y"": 7348.6875, ""width"": 24, ""height"": 23}"
CNN,link,a,Visit us on Threads,16px,"rgb(0, 0, 0)","rgb(12, 12, 12)","{""x"": 796.390625, ""y"": 7341.6875, ""width"": 24, ""height"": 23}"
CNN,link,a,Download on Apple App Store,16px,"rgb(0, 0, 238)","rgb(12, 12, 12)","{""x"": 1070.453125, ""y"": 7341.6875, ""width"": 71.796875, ""height"": 24}"
CNN,link,a,Get it on Google Play,16px,"rgb(0, 0, 238)","rgb(12, 12, 12)","{""x"": 1150.25, ""y"": 7341.6875, ""width"": 81.75, ""height"": 24}"
CNN,navigation,nav,Terms of Use Privacy Policy Manage Cookies+ Ad Choices Accessibility & CC About Newsletters Transcripts,16px,"rgb(0, 0, 0)","rgb(12, 12, 12)","{""x"": 48, ""y"": 7421.6875, ""width"": 1184, ""height"": 24}"
CNN,link,a,Terms of Use,12px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 48, ""y"": 7421.6875, ""width"": 71.90625, ""height"": 20}"
CNN,link,a,Privacy Policy,12px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 135.90625, ""y"": 7421.6875, ""width"": 75, ""height"": 20}"
CNN,link,a,Ad Choices,12px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 342.828125, ""y"": 7421.6875, ""width"": 63.109375, ""height"": 20}"
CNN,link,a,Accessibility & CC,12px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 421.9375, ""y"": 7421.6875, ""width"": 99.421875, ""height"": 20}"
CNN,link,a,About,12px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 537.359375, ""y"": 7421.6875, ""width"": 33.34375, ""height"": 20}"
CNN,link,a,Newsletters,12px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 586.703125, ""y"": 7421.6875, ""width"": 65.453125, ""height"": 20}"
CNN,link,a,Transcripts,12px,"rgb(230, 230, 230)","rgb(12, 12, 12)","{""x"": 668.15625, ""y"": 7421.6875, ""width"": 61.140625, ""height"": 20}"
CNN,text,p,Store and/or access information on a device. Use limited data to select advertising. Use profiles to select personalised advertising. Create profiles for personalised advertising. Use profiles to select personalised content. Create profiles to personalise content. Measure advertising performance. Measure content performance. Understand audiences through statistics or combinations of data from different sources. Develop and improve services. List of Partners (vendors),13.008px,"rgb(217, 217, 217)","rgb(38, 38, 38)","{""x"": 545, ""y"": 533.84375, ""width"": 446.390625, ""height"": 117}"
CNN,button,button,List of Partners (vendors),13.008px,"rgb(255, 255, 255)","rgb(38, 38, 38)","{""x"": 733.671875, ""y"": 634.84375, ""width"": 168.953125, ""height"": 16}"
CNN,button,button,Accept All,13.008px,"rgb(38, 38, 38)","rgb(255, 255, 255)","{""x"": 1123, ""y"": 550.84375, ""width"": 125, ""height"": 41.609375}"
CNN,button,button,Show Purposes,13.008px,"rgb(38, 38, 38)","rgb(255, 255, 255)","{""x"": 1123, ""y"": 608.453125, ""width"": 125, ""height"": 41.609375}"
Wikipedia,button,button,Play,10px,"rgb(255, 255, 255)","rgb(51, 102, 204)","{""x"": 628, ""y"": 320, ""width"": 24, ""height"": 24}"
Wikipedia,navigation,nav,"English 7,141,000+ articles 日本語 1,491,000+ 記事 Deutsch 3.099.000+ Artikel Русский 2 087 000+ статей Français 2 740 000+ articles Español 2.095.000+ artículos Italiano 1.957.000+ voci 中文 1,524,000+ 条目 / 條目 Português 1.165.000+ artigos Polski 1 685 000+ haseł",14px,"rgb(32, 33, 34)","rgb(255, 255, 255)","{""x"": 367, ""y"": 115.078125, ""width"": 546, ""height"": 325}"
Wikipedia,link,a,"English 7,141,000+ articles",14px,"rgb(51, 102, 204)","rgb(255, 255, 255)","{""x"": 429.40625, ""y"": 115.078125, ""width"": 156, ""height"": 45.796875}"
Wikipedia,link,a,"日本語 1,491,000+ 記事",14px,"rgb(51, 102, 204)","rgb(255, 255, 255)","{""x"": 694.59375, ""y"": 115.078125, ""width"": 156, ""height"": 45.796875}"
Wikipedia,link,a,Deutsch 3.099.000+ Artikel,14px,"rgb(51, 102, 204)","rgb(255, 255, 255)","{""x"": 374.8125, ""y"": 180.078125, ""width"": 156, ""height"": 45.796875}"
Wikipedia,link,a,Русский 2 087 000+ статей,14px,"rgb(51, 102, 204)","rgb(255, 255, 255)","{""x"": 749.1875, ""y"": 180.078125, ""width"": 156, ""height"": 45.796875}"
Wikipedia,link,a,Français 2 740 000+ articles,14px,"rgb(51, 102, 204)","rgb(255, 255, 255)","{""x"": 363.890625, ""y"": 245.078125, ""width"": 156, ""height"": 45.796875}"
Wikipedia,link,a,Español 2.095.000+ artículos,14px,"rgb(51, 102, 204)","rgb(255, 255, 255)","{""x"": 760.109375, ""y"": 245.078125, ""width"": 156, ""height"": 45.796875}"
Wikipedia,link,a,Italiano 1.957.000+ voci,14px,"rgb(51, 102, 204)","rgb(255, 255, 255)","{""x"": 374.8125, ""y"": 310.078125, ""width"": 156, ""height"": 45.796875}"
Wikipedia,link,a,"中文 1,524,000+ 条目 / 條目",14px,"rgb(51, 102, 204)","rgb(255, 255, 255)","{""x"": 749.1875, ""y"": 310.078125, ""width"": 156, ""height"": 45.796875}"
Wikipedia,link,a,Português 1.165.000+ artigos,14px,"rgb(51, 102, 204)","rgb(255, 255, 255)","{""x"": 429.40625, ""y"": 375.078125, ""width"": 156, ""height"": 45.796875}"
Wikipedia,link,a,Polski 1 685 000+ haseł,14px,"rgb(51, 102, 204)","rgb(255, 255, 255)","{""x"": 694.59375, ""y"": 375.078125, ""width"": 156, ""height"": 45.796875}"
Wikipedia,button,button,Unlock birthday surprises on Wikipedia,14px,"rgb(32, 33, 34)","rgb(255, 228, 156)","{""x"": 500, ""y"": 449.671875, ""width"": 280, ""height"": 46}"
Wikipedia,form,form,Search Wikipedia EN Afrikaans Shqip العربية Asturianu Azərbaycanca Български 閩南語 / Bân-lâm-gú বাংলা Беларуская Català Čeština Cymraeg Dansk Deutsch Eesti Ελληνικά English Español Esperanto Euskara فارسی Français Galego 한국어 Հայերեն हिन्दी Hrvatski Bahasa Indonesia Italiano עברית ქართული Ladin Latina Latviešu Lietuvių Magyar Македонски Malagasy मराठी مصرى Bahasa Melayu Bahaso Minangkabau မြန်မာဘာသာ Nederlands 日本語 Norsk (bokmål) Norsk (nynorsk) Нохчийн Oʻzbekcha / Ўзбекча Polski Português Қазақша / Qazaqşa / قازاقشا Română Simple English Sinugboanong Binisaya Slovenčina Slovenščina Српски / Srpski Srpskohrvatski / Српскохрватски Suomi Svenska Kiswahili தமிழ் Татарча / Tatarça తెలుగు ภาษาไทย Тоҷикӣ تۆرکجه Türkçe Українська اردو Tiếng Việt Winaray 中文 Русский 粵語 Search,14px,"rgb(32, 33, 34)","rgb(255, 255, 255)","{""x"": 370, ""y"": 571.671875, ""width"": 540, ""height"": 61.59375}"
Wikipedia,button,button,Search,16px,"rgb(255, 255, 255)","rgb(51, 102, 204)","{""x"": 809.09375, ""y"": 577.265625, ""width"": 56, ""height"": 44}"
Wikipedia,navigation,nav,Read Wikipedia in your language,14px,"rgb(32, 33, 34)","rgb(255, 255, 255)","{""x"": 12.796875, ""y"": 652.765625, ""width"": 1254.40625, ""height"": 21}"
Wikipedia,button,button,Read Wikipedia in your language,14px,"rgb(51, 102, 204)","rgb(248, 249, 250)","{""x"": 487.328125, ""y"": 652.765625, ""width"": 305.328125, ""height"": 36}"
Wikipedia,footer,footer,"Wikipedia is hosted by the Wikimedia Foundation, a non-profit organization that also hosts a range of other projects. You can support our work with a donation. Download Wikipedia for Android or iOS Save your favorite articles to read offline, sync your reading lists across devices and customize your reading experience with the official Wikipedia app. Google Play Store Apple App Store Birthday mode Commons Free media collection Wikivoyage Free travel guide Wiktionary Free dictionary Wikibooks Free textbooks Wikinews Free news source Wikidata Free knowledge base Wikiversity Free learning resources Wikiquote Free quote compendium MediaWiki Free & open wiki software Wikisource Free content library Wikispecies Free species directory Wikifunctions Free function library Meta-Wiki Community coordination & documentation This page is available under the Creative Commons Attribution-ShareAlike License Terms of Use Privacy Policy",13px,"rgb(32, 33, 34)","rgb(255, 255, 255)","{""x"": 0, ""y"": 725.359375, ""width"": 1280, ""height"": 556.390625}"
Wikipedia,link,a,You can support our work with a donation.,13px,"rgb(51, 102, 204)","rgb(255, 255, 255)","{""x"": 117.3125, ""y"": 826.453125, ""width"": 254.984375, ""height"": 16}"
Wikipedia,link,a,Download Wikipedia for Android or iOS,13px,"rgb(51, 102, 204)","rgb(248, 249, 250)","{""x"": 117.3125, ""y"": 885.953125, ""width"": 250.25, ""height"": 16}"
